Date,Close
14/10/2016 23:58:00,11.92
15/10/2016 23:58:00,11.95
16/10/2016 23:58:00,11.95
17/10/2016 23:58:00,11.96
18/10/2016 23:58:00,12.54
19/10/2016 23:58:00,12.01
20/10/2016 23:58:00,12.06
21/10/2016 23:58:00,12.05
22/10/2016 23:58:00,12.03
23/10/2016 23:58:00,11.94
24/10/2016 23:58:00,11.92
25/10/2016 23:58:00,11.33
26/10/2016 23:58:00,11.49
27/10/2016 23:58:00,11.48
28/10/2016 23:58:00,11.13
29/10/2016 23:58:00,10.47
30/10/2016 23:58:00,11.19
31/10/2016 23:58:00,10.98
01/11/2016 23:58:00,10.84
02/11/2016 23:58:00,10.83
03/11/2016 23:58:00,10.87
04/11/2016 23:58:00,11.15
05/11/2016 23:58:00,11.16
06/11/2016 23:58:00,11.01
07/11/2016 23:58:00,10.93
08/11/2016 23:58:00,10.84
09/11/2016 23:58:00,10.62
10/11/2016 23:58:00,10.51
11/11/2016 23:58:00,10.29
12/11/2016 23:58:00,9.95
13/11/2016 23:58:00,10.14
14/11/2016 23:58:00,10.02
15/11/2016 23:58:00,10.27
16/11/2016 23:58:00,10
17/11/2016 23:58:00,9.91
18/11/2016 23:58:00,9.51
19/11/2016 23:58:00,9.68
20/11/2016 23:58:00,9.6
21/11/2016 23:58:00,9.54
22/11/2016 23:58:00,9.87
23/11/2016 23:58:00,9.8
24/11/2016 23:58:00,9.18
25/11/2016 23:58:00,9.4
26/11/2016 23:58:00,9.33
27/11/2016 23:58:00,8.98
28/11/2016 23:58:00,8.67
29/11/2016 23:58:00,8.14
30/11/2016 23:58:00,8.61
01/12/2016 23:58:00,8.45
02/12/2016 23:58:00,7.73
03/12/2016 23:58:00,7.86
04/12/2016 23:58:00,7.37
05/12/2016 23:58:00,6.75
06/12/2016 23:58:00,7.83
07/12/2016 23:58:00,8.35
08/12/2016 23:58:00,8.2
09/12/2016 23:58:00,8.47
10/12/2016 23:58:00,8.14
11/12/2016 23:58:00,8.23
12/12/2016 23:58:00,8.5
13/12/2016 23:58:00,8.41
14/12/2016 23:58:00,8.24
15/12/2016 23:58:00,7.83
16/12/2016 23:58:00,7.84
17/12/2016 23:58:00,7.85
18/12/2016 23:58:00,7.92
19/12/2016 23:58:00,7.64
20/12/2016 23:58:00,7.64
21/12/2016 23:58:00,7.91
22/12/2016 23:58:00,7.55
23/12/2016 23:58:00,7.13
24/12/2016 23:58:00,7.22
25/12/2016 23:58:00,7.19
26/12/2016 23:58:00,7.26
27/12/2016 23:58:00,7.16
28/12/2016 23:58:00,7.62
29/12/2016 23:58:00,8.29
30/12/2016 23:58:00,8.21
31/12/2016 23:58:00,8.16
01/01/2017 23:58:00,8.18
02/01/2017 23:58:00,8.38
03/01/2017 23:58:00,9.59
04/01/2017 23:58:00,11.17
05/01/2017 23:58:00,10.23
06/01/2017 23:58:00,10.14
07/01/2017 23:58:00,9.92
08/01/2017 23:58:00,10.5
09/01/2017 23:58:00,10.39
10/01/2017 23:58:00,10.63
11/01/2017 23:58:00,9.95
12/01/2017 23:58:00,9.8
13/01/2017 23:58:00,9.84
14/01/2017 23:58:00,9.86
15/01/2017 23:58:00,9.9
16/01/2017 23:58:00,9.66
17/01/2017 23:58:00,10.34
18/01/2017 23:58:00,10.23
19/01/2017 23:58:00,10.42
20/01/2017 23:58:00,10.62
21/01/2017 23:58:00,10.93
22/01/2017 23:58:00,10.77
23/01/2017 23:58:00,10.8
24/01/2017 23:58:00,10.57
25/01/2017 23:58:00,10.55
26/01/2017 23:58:00,10.6
27/01/2017 23:58:00,10.55
28/01/2017 23:58:00,10.58
29/01/2017 23:58:00,10.49
30/01/2017 23:58:00,10.6
31/01/2017 23:58:00,10.7
01/02/2017 23:58:00,10.72
02/02/2017 23:58:00,10.82
03/02/2017 23:58:00,10.99
04/02/2017 23:58:00,11.41
05/02/2017 23:58:00,11.26
06/02/2017 23:58:00,11.34
07/02/2017 23:58:00,11.51
08/02/2017 23:58:00,11.41
09/02/2017 23:58:00,11.02
10/02/2017 23:58:00,11.43
11/02/2017 23:58:00,11.52
12/02/2017 23:58:00,11.5
13/02/2017 23:58:00,11.43
14/02/2017 23:58:00,13.14
15/02/2017 23:58:00,12.98
16/02/2017 23:58:00,12.89
17/02/2017 23:58:00,12.75
18/02/2017 23:58:00,12.89
19/02/2017 23:58:00,12.9
20/02/2017 23:58:00,12.61
21/02/2017 23:58:00,12.83
22/02/2017 23:58:00,12.75
23/02/2017 23:58:00,13.21
24/02/2017 23:58:00,13.2
25/02/2017 23:58:00,13.65
26/02/2017 23:58:00,14.74
27/02/2017 23:58:00,15.66
28/02/2017 23:58:00,16.4
01/03/2017 23:58:00,17.37
02/03/2017 23:58:00,19.27
03/03/2017 23:58:00,19.68
04/03/2017 23:58:00,18.65
05/03/2017 23:58:00,19.4
06/03/2017 23:58:00,19.68
07/03/2017 23:58:00,18.96
08/03/2017 23:58:00,16.68
09/03/2017 23:58:00,17.82
10/03/2017 23:58:00,19.2
11/03/2017 23:58:00,21.64
12/03/2017 23:58:00,23.39
13/03/2017 23:58:00,28.64
14/03/2017 23:58:00,28.69
15/03/2017 23:58:00,35.65
16/03/2017 23:58:00,45.96
17/03/2017 23:58:00,44.62
18/03/2017 23:58:00,33.64
19/03/2017 23:58:00,43.21
20/03/2017 23:58:00,42.31
21/03/2017 23:58:00,42.36
22/03/2017 23:58:00,41.37
23/03/2017 23:58:00,42.99
